v2paenname,country_name,year,v2xpa_antiplural,v2xpa_popul,v2paseatshare,v2panumbseat,v2patotalseat,v2pavote,v2paallian,v2pavallian,v2panoallian,v2pagovsup,v2papariah,v2paanteli,v2papeople,v2paopresp,v2paplur,v2paminor,v2paviol,v2paimmig,v2palgbt,v2paculsup,v2parelig,v2pagender,v2pawomlab,v2pariglef,v2pawelf,v2paclient
Action Group,Suriname,1969,,,,,,,1,37.2,19,,,,,,,,,,,,,,,,,
Progessive Socialist Party,Suriname,1977,,,,,,,1,44.1,17,,,,,,,,,,,,,,,,,
Indonesian People's Party,Suriname,1969,,,,,,,1,37.2,19,,,,,,,,,,,,,,,,,
Indonesian People's Party,Suriname,1973,,,,,,,1,39.1,16,,,,,,,,,,,,,,,,,
Progressive Bush Negro Party,Suriname,1973,,,,,,,1,39.1,16,,,,,,,,,,,,,,,,,
Democrats of the 21st Century,Suriname,2005,,,,,,,1,6.2,3,,,,,,,,,,,,,,,,,
Meeting Point 2000,Suriname,2005,,,,,,,1,6.2,3,,,,,,,,,,,,,,,,,
Meeting Point 2000,Suriname,2010,,,,,,,1,13,6,,,,,,,,,,,,,,,,,
New Suriname,Suriname,2010,,,,,,,1,40.2,23,,,,,,,,,,,,,,,,,
Surinamese Labour Party,Suriname,1991,,,,,,,1,54.3,30,,,,,,,,,,,,,,,,,
Surinamese Labour Party,Suriname,1996,,,,,,,1,41.8,24,,,,,,,,,,,,,,,,,
Surinamese Labour Party,Suriname,2000,,,,,,,1,47.5,33,,,,,,,,,,,,,,,,,
Surinamese Labour Party,Suriname,2005,,,,,,,1,41.1,23,,,,,,,,,,,,,,,,,
Surinamese Labour Party,Suriname,2010,,,,,,,1,31.6,14,,,,,,,,,,,,,,,,,
Surinamese Labour Party,Suriname,2015,,,,,,,1,37.3,18,,,,,,,,,,,,,,,,,
Brotherhood and Unity in Politics,Suriname,2005,,,,,,,1,7.5,5,,,,,,,,,,,,,,,,,
Brotherhood and Unity in Politics,Suriname,2010,,,,,,,1,4.7,7,,,,,,,,,,,,,,,,,
Brotherhood and Unity in Politics,Suriname,2015,,,,,,,1,37.3,18,,,,,,,,,,,,,,,,,
Unity Front,Suriname,1955,,,52.4,11,21,,0,,,,,,,,,,,,,,,,,,,
Unity Front,Suriname,1958,,,9.5,2,21,,0,,,,,,,,,,,,,,,,,,,
alliance: VHP-bloc,Suriname,1969,,,48.7,19,39,37.2,2,37.2,19,,,,,,,,,,,,,,,,,
alliance: VHP-bloc,Suriname,1973,,,41,16,39,39.1,2,39.1,16,,,,,,,,,,,,,,,,,
alliance: PNP-bloc,Suriname,1969,,,20.5,8,39,23.4,2,23.4,8,,,,,,,,,,,,,,,,,
alliance: United Democratic Party,Suriname,1977,,,43.6,17,39,44.1,2,44.1,17,,,,,,,,,,,,,,,,,
alliance: Front for Democracy and Development,Suriname,1987,,,,,,85.5,2,85.5,40,,,,,,,,,,,,,,,,,
alliance: Millennium Combination,Suriname,2000,,,19.6,10,51,15.1,2,15.1,10,,,,,,,,,,,,,,,,,
alliance: Mega Combinatie,Suriname,2010,,,45.1,23,51,40.2,2,40.2,23,,,,,,,,,,,,,,,,,
alliance: VolksAlliantie (2010),Suriname,2010,,,11.8,6,51,13,2,13,6,,,,,,,,,,,,,,,,,
alliance: VHP/V7,Suriname,2015,,,35.3,18,51,37.3,2,37.3,18,,,,,,,,,,,,,,,,,
alliance: Alliantie,Suriname,1996,,,5.9,3,51,8.4,2,8.4,3,,,,,,,,,,,,,,,,,
alliance: A1,Suriname,2005,,,5.9,3,51,6.2,2,6.2,3,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1917,,,4.1,9,217,5.3,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1920,,,8.3,19,228,7.9,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1921,,,9.1,21,230,11,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1924,,,10,23,230,10.8,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1928,,,11.7,27,230,11.2,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1932,,,15.7,36,230,14.1,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1936,,,15.7,36,230,14.4,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1940,,,12.2,28,230,12,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1944,,,15.2,35,230,13.6,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1948,,,13,30,230,12.4,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1952,,,11.3,26,230,10.7,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1956,,,8.2,19,231,9.5,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1958,,,13.9,32,231,12.7,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1960,,,14.7,34,232,13.6,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1964,,,14.2,33,233,13.2,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1968,,,15.9,37,233,15.7,0,,,,,,,,,,,,,,,,,,,
Farmers' League / Centre Party,Sweden,1970,0.03,0.095,20.3,71,350,19.9,0,,,3,1.777,-1.865,-1.922,2.201,1.804,1.787,1.742,0.612,0.132,2.174,1.76,2.471,1.917,0.495,1.532,-2.246
Farmers' League / Centre Party,Sweden,1973,0.03,0.095,25.7,90,350,25.1,0,,,3,1.777,-1.865,-1.922,2.201,1.804,1.787,1.742,0.612,0.132,2.174,1.76,2.471,1.917,0.495,1.532,-2.246
Farmers' League / Centre Party,Sweden,1976,0.03,0.115,24.6,86,349,24.1,0,,,0,1.777,-1.856,-0.94,2.201,1.804,1.787,1.742,0.612,0.132,2.174,1.76,2.471,1.917,0.495,1.532,-2.246
Farmers' League / Centre Party,Sweden,1979,0.03,0.116,18.3,64,349,18.1,0,,,0,1.777,-1.856,-0.949,2.201,1.804,1.787,1.742,0.612,0.132,2.174,1.76,2.471,1.917,0.495,1.532,-2.246
Farmers' League / Centre Party,Sweden,1982,0.03,0.116,16,56,349,15.5,0,,,3,1.777,-1.856,-0.949,2.201,1.804,1.787,1.742,0.612,0.132,2.174,1.76,2.471,1.917,0.495,1.532,-2.246
Farmers' League / Centre Party,Sweden,1985,0.03,0.116,12.3,43,349,12.4,0,,,3,1.777,-1.856,-0.949,2.201,1.804,1.787,1.742,0.612,0.132,2.174,1.76,2.944,1.917,0.495,1.532,-2.246
Farmers' League / Centre Party,Sweden,1988,0.03,0.116,12,42,349,11.3,0,,,3,1.777,-1.856,-0.949,2.201,1.804,1.787,1.742,0.612,0.132,2.174,1.76,2.944,1.917,0.495,1.532,-2.246
Farmers' League / Centre Party,Sweden,1991,0.03,0.116,8.9,31,349,8.5,0,,,1,1.777,-1.856,-0.949,2.201,1.804,1.787,1.742,0.612,1.113,2.174,1.76,2.944,1.917,0.495,1.532,-2.246
Farmers' League / Centre Party,Sweden,1994,0.03,0.116,7.7,27,349,7.7,0,,,3,1.777,-1.856,-0.949,2.201,1.804,1.787,1.742,0.612,1.129,2.174,1.76,2.944,1.917,0.495,1.532,-2.246
Farmers' League / Centre Party,Sweden,1998,0.03,0.116,5.2,18,349,5.1,0,,,3,1.777,-1.856,-0.949,2.201,1.804,1.787,1.742,0.612,1.129,2.174,1.76,2.944,1.917,0.518,1.532,-2.246
Farmers' League / Centre Party,Sweden,2002,0.03,0.116,6.3,22,349,6.2,0,,,3,1.777,-1.856,-0.949,2.201,1.804,1.787,1.742,0.612,1.129,2.174,1.76,3.87,1.917,0.796,1.532,-2.246
Farmers' League / Centre Party,Sweden,2006,0.03,0.116,8.3,29,349,7.9,0,,,1,1.777,-1.856,-0.902,2.201,1.804,1.787,1.742,0.612,1.129,2.174,1.76,3.87,2.693,0.796,1.532,-2.246
Farmers' League / Centre Party,Sweden,2010,0.028,0.116,6.6,23,349,6.6,0,,,1,1.777,-1.856,-0.902,2.201,1.804,1.851,1.742,0.612,1.717,2.157,1.76,3.87,2.693,0.796,1.532,-2.246
Farmers' League / Centre Party,Sweden,2014,0.028,0.116,6.3,22,349,6.1,0,,,3,1.777,-1.856,-0.902,2.201,1.804,1.851,1.742,1.133,1.717,2.157,1.76,3.87,2.693,0.796,1.532,-2.246
Farmers' League / Centre Party,Sweden,2018,0.028,0.116,8.9,31,349,8.6,0,,,2,1.777,-1.856,-0.902,2.201,1.804,1.851,1.742,1.133,1.717,2.157,1.76,3.87,2.693,0.796,1.532,-2.246
New Democracy,Sweden,1991,0.065,0.965,7.2,25,349,6.7,0,,,3,-2.023,3.599,2.65,2.184,1.019,1.793,1.754,-2.108,-0.238,0.371,1.685,-0.572,-0.677,2.55,0.503,-2.255
Sweden Democrats,Sweden,2010,0.095,0.864,5.7,20,349,5.7,0,,,3,-3.825,1.889,2.655,2.154,1.018,0.839,1.774,-2.119,-0.213,-1.005,1.79,1.376,0.401,1.513,1.729,-2.235
Sweden Democrats,Sweden,2014,0.095,0.864,14,49,349,12.9,0,,,3,-2.662,1.889,2.655,2.154,1.018,0.839,1.774,-2.119,-0.213,-1.005,1.79,1.376,0.401,1.513,1.729,-2.235
Sweden Democrats,Sweden,2018,0.095,0.864,17.8,62,349,17.5,0,,,3,-2.019,1.889,2.655,2.154,1.018,0.839,1.774,-2.119,-0.213,-1.005,1.79,1.376,0.401,1.513,1.729,-2.235
Greens,Sweden,1988,0.03,0.353,5.7,20,349,5.5,0,,,3,0.813,-0.242,-0.79,2.179,1.794,1.825,1.734,3.922,3.138,2.127,0.641,3.796,2.711,-0.213,1.738,-2.195
Greens,Sweden,1991,0.03,0.353,0,0,349,3.4,0,,,3,1.752,-0.242,-0.79,2.179,1.794,1.825,1.734,3.922,3.138,2.127,1.023,3.796,2.711,-0.213,1.738,-2.195
Greens,Sweden,1994,0.03,0.353,5.2,18,349,5,0,,,3,1.731,-0.242,-0.79,2.179,1.794,1.825,1.734,3.922,3.141,2.127,1.023,3.796,2.711,-0.213,1.738,-2.195
Greens,Sweden,1998,0.03,0.317,4.6,16,349,4.5,0,,,3,1.766,-0.511,-0.79,2.179,1.794,1.825,1.734,3.922,3.141,2.127,1.023,3.796,2.711,-0.371,1.738,-2.195
Greens,Sweden,2002,0.03,0.317,4.9,17,349,4.6,0,,,2,1.766,-0.511,-0.79,2.179,1.794,1.825,1.734,3.922,3.141,2.127,1.023,3.796,2.711,-0.371,1.738,-2.195
Greens,Sweden,2006,0.03,0.317,5.4,19,349,5.2,0,,,3,1.766,-0.511,-0.79,2.179,1.794,1.825,1.734,3.922,3.141,2.127,1.023,3.796,2.711,-0.371,1.738,-2.195
Greens,Sweden,2010,0.03,0.317,7.2,25,349,7.3,0,,,3,1.769,-0.511,-0.79,2.179,1.794,1.806,1.734,3.922,3.111,2.154,1.023,3.796,2.711,-0.371,1.738,-2.195
Greens,Sweden,2014,0.03,0.317,7.2,25,349,6.9,0,,,1,1.779,-0.511,-0.79,2.179,1.794,1.806,1.734,3.953,3.111,2.154,1.023,3.796,2.711,-0.371,1.738,-2.195
Greens,Sweden,2018,0.03,0.317,4.6,16,349,4.4,0,,,1,1.779,-0.511,-0.79,2.179,1.794,1.806,1.734,2.81,3.111,2.154,1.023,3.796,2.711,-0.371,1.738,-2.195
Social Democrats,Sweden,1902,,,1.7,4,230,3.5,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1905,,,5.7,13,230,9.5,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1908,,,14.8,34,230,14.6,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1911,,,27.8,64,230,28.5,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1914,,,37.8,87,230,36.4,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1917,,,39.6,86,217,31.1,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1920,,,32.9,75,228,29.6,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1921,,,40.4,93,230,36.2,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1924,,,45.2,104,230,41.1,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1928,,,39.1,90,230,37,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1932,,,45.2,104,230,41.7,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1936,,,48.7,112,230,45.9,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1940,,,58.3,134,230,53.8,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1944,,,50,115,230,46.5,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1948,,,48.7,112,230,46.1,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1952,,,47.8,110,230,46,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1956,,,45.9,106,231,44.6,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1958,,,48.1,111,231,46.2,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1960,,,49.1,114,232,47.8,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1964,,,48.5,113,233,47.3,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1968,,,53.6,125,233,50.1,0,,,,,,,,,,,,,,,,,,,
Social Democrats,Sweden,1970,0.03,0.391,46.6,163,350,45.3,0,,,0,0.778,-0.338,-0.08,2.201,1.817,1.833,1.744,0.607,0.663,1.744,1.748,1.983,2.697,-1.461,1.746,-1.343
Social Democrats,Sweden,1973,0.03,0.391,44.6,156,350,43.6,0,,,0,0.778,-0.338,-0.08,2.201,1.817,1.833,1.744,0.607,0.663,1.744,1.748,1.983,2.697,-1.669,1.746,-1.343
Social Democrats,Sweden,1976,0.03,0.391,43.6,152,349,42.7,0,,,3,0.778,-0.338,-0.08,2.201,1.817,1.833,1.744,0.607,0.663,1.744,1.748,2.353,2.697,-1.669,1.746,-1.343
Social Democrats,Sweden,1979,0.03,0.391,44.1,154,349,43.2,0,,,3,0.778,-0.338,-0.08,2.201,1.817,1.833,1.744,0.607,0.663,1.744,1.748,2.353,2.697,-1.669,1.746,-1.336
Social Democrats,Sweden,1982,0.03,0.391,47.6,166,349,45.6,0,,,0,0.778,-0.338,-0.08,2.201,1.817,1.833,1.744,0.607,1.731,1.744,1.748,2.353,2.697,-1.669,1.746,-1.324
Social Democrats,Sweden,1985,0.03,0.391,45.6,159,349,44.7,0,,,0,0.778,-0.338,-0.08,2.201,1.817,1.833,1.744,0.607,1.731,1.744,1.748,2.82,2.697,-1.669,1.746,-1.324
Social Democrats,Sweden,1988,0.03,0.391,44.7,156,349,43.2,0,,,0,0.778,-0.338,-0.08,2.201,1.817,1.833,1.744,-0.134,1.731,1.744,1.748,2.82,2.697,-1.406,1.746,-1.324
Social Democrats,Sweden,1991,0.03,0.391,39.5,138,349,37.7,0,,,3,0.778,-0.338,-0.08,2.201,1.817,1.833,1.744,0.586,1.731,1.744,1.748,2.82,2.697,-1.01,1.746,-1.324
Social Democrats,Sweden,1994,0.03,0.347,46.1,161,349,45.3,0,,,0,1.759,-0.59,-0.08,2.201,1.817,1.833,1.744,0.586,1.74,1.744,1.748,3.862,2.697,-1.01,1.746,-1.324
Social Democrats,Sweden,1998,0.03,0.347,37.5,131,349,36.4,0,,,0,1.772,-0.59,-0.08,2.201,1.817,1.833,1.744,0.586,1.74,1.744,1.748,3.862,2.697,-0.996,1.746,-1.324
Social Democrats,Sweden,2002,0.03,0.347,41.3,144,349,39.9,0,,,0,1.772,-0.59,-0.08,2.201,1.817,1.833,1.744,0.586,1.74,1.744,1.748,3.862,2.697,-0.996,1.746,-1.324
Social Democrats,Sweden,2006,0.03,0.347,37.2,130,349,35.2,0,,,3,1.772,-0.59,-0.08,2.201,1.817,1.833,1.744,0.586,1.74,1.744,1.748,3.862,2.697,-0.996,1.746,-1.324
Social Democrats,Sweden,2010,0.029,0.347,32.1,112,349,30.7,0,,,3,1.772,-0.59,-0.08,2.201,1.817,1.848,1.744,0.586,1.749,1.724,1.748,3.862,2.697,-0.996,1.746,-1.324
Social Democrats,Sweden,2014,0.029,0.347,32.4,113,349,31,0,,,0,1.772,-0.59,-0.08,2.201,1.817,1.848,1.744,0.586,1.749,1.724,1.748,3.862,2.697,-0.996,1.746,-1.324
Social Democrats,Sweden,2018,0.029,0.343,28.7,100,349,28.3,0,,,0,1.75,-0.614,-0.08,2.201,1.817,1.848,1.744,0.586,1.749,1.724,1.748,3.862,2.697,-0.996,1.746,-1.324
Christian Democrats,Sweden,1991,0.03,0.121,7.4,26,349,7.1,0,,,1,1.755,-1.846,-0.628,2.195,1.776,1.824,1.75,1.12,0.091,2.163,0.511,1.995,0.202,1.523,1.506,-2.207
Christian Democrats,Sweden,1998,0.031,0.121,12,42,349,11.8,0,,,3,1.802,-1.853,-0.576,2.214,1.799,1.784,1.735,1.085,0.08,2.141,0.607,2.357,0.211,1.505,1.504,-2.205
Christian Democrats,Sweden,2002,0.031,0.164,9.5,33,349,9.1,0,,,3,1.802,-1.564,-0.576,2.214,1.799,1.784,1.735,1.085,0.08,2.141,0.607,2.357,0.211,1.505,1.504,-2.205
Christian Democrats,Sweden,2006,0.031,0.163,6.9,24,349,6.6,0,,,1,1.802,-1.564,-0.591,2.214,1.799,1.784,1.735,1.085,0.08,2.141,1.741,2.952,0.616,1.505,1.504,-2.205
Christian Democrats,Sweden,2010,0.03,0.163,5.4,19,349,5.6,0,,,1,1.802,-1.564,-0.591,2.214,1.799,1.817,1.735,1.085,0.09,2.142,1.741,2.952,0.616,1.761,1.504,-2.205
Christian Democrats,Sweden,2018,0.05,0.166,6.3,22,349,6.3,0,,,3,1.777,-1.543,-0.603,2.157,1.813,0.827,1.752,0.094,0.536,2.122,1.782,3.825,0.579,1.778,1.469,-2.251
Right Party / Moderate Party,Sweden,1911,,,27.8,64,230,31.2,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1914,,,37.4,86,230,36.5,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1917,,,26.3,57,217,24.7,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1920,,,30.7,70,228,27.8,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1921,,,27,62,230,25.8,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1924,,,28.3,65,230,26.1,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1928,,,31.7,73,230,29.4,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1932,,,25.2,58,230,23.5,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1936,,,19.1,44,230,17.6,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1940,,,18.3,42,230,18,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1944,,,17,39,230,15.8,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1948,,,10,23,230,12.3,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1952,,,13.5,31,230,14.4,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1956,,,18.2,42,231,17.1,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1958,,,19.5,45,231,19.5,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1960,,,16.8,39,232,16.6,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1964,,,13.7,32,233,13.7,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1968,,,12.4,29,233,12.9,0,,,,,,,,,,,,,,,,,,,
Right Party / Moderate Party,Sweden,1970,0.031,0.064,11.7,41,350,11.5,0,,,3,1.766,-1.895,-2.691,2.197,1.78,1.796,1.747,0.594,-0.12,2.14,1.746,1.428,0.857,2.284,1.514,-2.231
Right Party / Moderate Party,Sweden,1973,0.031,0.064,14.6,51,350,14.3,0,,,3,1.766,-1.895,-2.691,2.197,1.78,1.796,1.747,0.594,-0.12,2.14,1.746,1.428,0.857,2.284,1.514,-2.231
Right Party / Moderate Party,Sweden,1976,0.031,0.1,15.8,55,349,15.6,0,,,1,1.766,-1.895,-1.614,2.197,1.78,1.796,1.747,0.594,-0.12,2.14,1.746,1.428,0.857,2.284,1.514,-2.231
Right Party / Moderate Party,Sweden,1979,0.031,0.1,20.9,73,349,20.3,0,,,1,1.766,-1.895,-1.614,2.197,1.78,1.796,1.747,0.594,-0.12,2.14,1.746,1.428,0.857,2.284,1.514,-2.231
Right Party / Moderate Party,Sweden,1982,0.031,0.1,24.6,86,349,23.6,0,,,3,1.766,-1.895,-1.614,2.197,1.78,1.796,1.747,0.594,-0.12,2.14,1.746,1.428,0.857,2.284,1.514,-2.231
Right Party / Moderate Party,Sweden,1985,0.031,0.1,21.8,76,349,21.3,0,,,3,1.766,-1.895,-1.614,2.197,1.78,1.796,1.747,0.594,-0.12,2.14,1.746,1.731,1.31,2.284,1.514,-2.231
Right Party / Moderate Party,Sweden,1988,0.031,0.1,18.9,66,349,18.3,0,,,3,1.766,-1.895,-1.614,2.197,1.78,1.796,1.747,0.594,-0.12,2.14,1.746,1.731,1.31,2.284,1.514,-2.231
Right Party / Moderate Party,Sweden,1991,0.031,0.1,22.9,80,349,21.9,0,,,0,1.766,-1.895,-1.614,2.197,1.78,1.796,1.747,0.594,0.38,2.14,1.746,1.731,1.31,2.613,1.514,-2.231
Right Party / Moderate Party,Sweden,1994,0.031,0.1,22.9,80,349,22.4,0,,,3,1.766,-1.895,-1.614,2.197,1.78,1.796,1.747,0.594,0.37,2.14,1.746,1.731,1.31,2.613,1.514,-2.231
Right Party / Moderate Party,Sweden,1998,0.031,0.1,23.5,82,349,22.9,0,,,3,1.766,-1.895,-1.614,2.197,1.78,1.796,1.747,0.594,0.37,2.14,1.746,1.731,1.31,2.6,1.514,-2.231
Right Party / Moderate Party,Sweden,2002,0.031,0.1,15.8,55,349,15.3,0,,,3,1.766,-1.895,-1.614,2.197,1.78,1.796,1.747,0.594,0.37,2.14,1.746,2.034,1.31,2.6,1.514,-2.231
Right Party / Moderate Party,Sweden,2006,0.031,0.111,27.8,97,349,26.1,0,,,0,1.766,-1.895,-0.941,2.197,1.78,1.796,1.747,1.124,0.37,2.14,1.746,2.389,1.762,2.277,1.514,-2.231
Right Party / Moderate Party,Sweden,2010,0.03,0.111,30.7,107,349,30.1,0,,,0,1.766,-1.895,-0.941,2.197,1.78,1.834,1.747,1.124,0.828,2.119,1.746,2.389,1.762,2.277,1.514,-2.231
Right Party / Moderate Party,Sweden,2014,0.03,0.111,24.1,84,349,23.3,0,,,3,1.766,-1.895,-0.941,2.197,1.78,1.834,1.747,1.124,0.828,2.119,1.746,2.389,1.762,2.277,1.514,-2.231
Right Party / Moderate Party,Sweden,2018,0.03,0.099,20.1,70,349,19.8,0,,,3,1.766,-1.895,-1.616,2.197,1.78,1.834,1.747,0.083,0.828,2.119,1.746,2.389,1.762,2.277,1.514,-2.231
Left Party / Communist Party,Sweden,1920,,,3.1,7,228,6.4,0,,,,,,,,,,,,,,,,,,,
Left Party / Communist Party,Sweden,1928,,,3.5,8,230,6.4,0,,,,,,,,,,,,,,,,,,,
Left Party / Communist Party,Sweden,1944,,,6.5,15,230,10.3,0,,,,,,,,,,,,,,,,,,,
Left Party / Communist Party,Sweden,1948,,,3.5,8,230,6.3,0,,,,,,,,,,,,,,,,,,,
Left Party / Communist Party,Sweden,1956,,,2.6,6,231,5,0,,,,,,,,,,,,,,,,,,,
Left Party / Communist Party,Sweden,1964,,,3.4,8,233,5.2,0,,,,,,,,,,,,,,,,,,,
Left Party / Communist Party,Sweden,1973,0.029,0.596,5.4,19,350,5.3,0,,,3,-0.859,0.483,1.039,2.227,1.83,1.818,1.762,3.234,3.122,1.75,1.712,1.982,2.737,-3.346,2.55,-2.21
Left Party / Communist Party,Sweden,1979,0.032,0.594,5.7,20,349,5.6,0,,,3,-0.859,0.49,1.035,2.154,1.774,1.806,1.743,3.222,3.094,1.718,1.76,2.358,2.734,-3.358,2.47,-2.209
Left Party / Communist Party,Sweden,1982,0.032,0.594,5.7,20,349,5.5,0,,,3,-0.859,0.49,1.035,2.154,1.774,1.806,1.743,3.222,3.094,1.718,1.76,2.358,2.734,-3.358,2.47,-2.209
Left Party / Communist Party,Sweden,1985,0.032,0.594,5.4,19,349,5.4,0,,,3,-0.859,0.49,1.035,2.154,1.774,1.806,1.743,3.222,3.094,1.718,1.76,2.815,2.734,-3.358,2.47,-2.209
Left Party / Communist Party,Sweden,1988,0.032,0.594,6,21,349,5.8,0,,,3,-0.859,0.49,1.035,2.154,1.774,1.806,1.743,3.222,3.094,1.718,1.76,2.815,2.734,-3.358,2.47,-2.209
Left Party / Communist Party,Sweden,1994,0.029,0.593,6.3,22,349,6.2,0,,,3,-0.85,0.473,1.033,2.21,1.823,1.785,1.733,3.297,3.137,1.751,1.72,3.82,2.718,-1.89,2.496,-2.21
Left Party / Communist Party,Sweden,1998,0.029,0.593,12.3,43,349,12,0,,,2,-0.673,0.473,1.033,2.21,1.823,1.785,1.733,3.297,3.137,1.751,1.72,3.82,2.718,-1.886,2.496,-2.21
Left Party / Communist Party,Sweden,2002,0.029,0.593,8.6,30,349,8.4,0,,,2,-0.499,0.473,1.033,2.21,1.823,1.785,1.733,3.236,3.137,1.751,1.72,3.82,2.718,-1.886,2.496,-2.21
Left Party / Communist Party,Sweden,2006,0.029,0.593,6.3,22,349,5.8,0,,,3,-0.499,0.473,1.033,2.21,1.823,1.785,1.733,3.236,3.137,1.751,1.756,3.82,2.718,-1.886,2.496,-2.21
Left Party / Communist Party,Sweden,2010,0.029,0.593,5.4,19,349,5.6,0,,,3,-0.499,0.473,1.033,2.21,1.823,1.822,1.733,3.236,3.159,1.751,1.739,3.82,2.718,-1.886,2.496,-2.21
Left Party / Communist Party,Sweden,2014,0.029,0.593,6,21,349,5.7,0,,,3,-0.499,0.473,1.033,2.21,1.823,1.822,1.733,3.221,3.159,1.751,1.739,3.82,2.718,-1.886,2.496,-2.21
Left Party / Communist Party,Sweden,2018,0.03,0.593,8,28,349,8,0,,,3,-0.499,0.473,1.033,2.21,1.784,1.821,1.765,3.221,3.159,1.751,1.739,3.82,2.718,-1.886,2.496,-2.21
The Liberals/The People’s Party,Sweden,1936,,,11.7,27,230,12.9,0,,,,,,,,,,,,,,,,,,,
The Liberals/The People’s Party,Sweden,1940,,,10,23,230,12,0,,,,,,,,,,,,,,,,,,,
The Liberals/The People’s Party,Sweden,1944,,,11.3,26,230,12.9,0,,,,,,,,,,,,,,,,,,,
The Liberals/The People’s Party,Sweden,1948,,,24.8,57,230,22.7,0,,,,,,,,,,,,,,,,,,,
The Liberals/The People’s Party,Sweden,1952,,,25.2,58,230,24.4,0,,,,,,,,,,,,,,,,,,,
The Liberals/The People’s Party,Sweden,1956,,,25.1,58,231,23.8,0,,,,,,,,,,,,,,,,,,,
The Liberals/The People’s Party,Sweden,1958,,,16.5,38,231,18.2,0,,,,,,,,,,,,,,,,,,,
The Liberals/The People’s Party,Sweden,1960,,,17.2,40,232,17.5,0,,,,,,,,,,,,,,,,,,,
The Liberals/The People’s Party,Sweden,1964,,,18,42,233,17,0,,,,,,,,,,,,,,,,,,,
